row,col,x_grid,y_grid,density
4,34,34.5,4.5,0.0
4,35,35.5,4.5,0.0
4,36,36.5,4.5,0.0
4,37,37.5,4.5,0.0
4,38,38.5,4.5,0.0
4,39,39.5,4.5,0.0
5,0,0.5,5.5,0.0
5,1,1.5,5.5,0.0
5,2,2.5,5.5,0.0
5,3,3.5,5.5,0.0
5,4,4.5,5.5,0.0
5,5,5.5,5.5,9.381793034943199e-05
5,6,6.5,5.5,0.0017536193274235619
5,7,7.5,5.5,0.014507161159195862
5,8,8.5,5.5,0.05567933689070244
5,9,9.5,5.5,0.1066791426242638
5,10,10.5,5.5,0.11868294134416994
5,11,11.5,5.5,0.10131861528141152
5,12,12.5,5.5,0.1071622065157283
5,13,13.5,5.5,0.19581343254265238
5,14,14.5,5.5,0.37640427897278617
5,15,15.5,5.5,0.5147195085743983
5,16,16.5,5.5,0.45237858277422566
5,17,17.5,5.5,0.25577885939450073
5,18,18.5,5.5,0.1277099347112056
5,19,19.5,5.5,0.08879791140436859
5,20,20.5,5.5,0.0611154482275942
5,21,21.5,5.5,0.03802329031210444
5,22,22.5,5.5,0.028164807285603253
5,23,23.5,5.5,0.021296321269821613
5,24,24.5,5.5,0.010759115709533822
5,25,25.5,5.5,0.002804868006008747
5,26,26.5,5.5,0.0003401583018938874
5,27,27.5,5.5,1.829184371201811e-05
5,28,28.5,5.5,0.0
5,29,29.5,5.5,0.0
5,30,30.5,5.5,0.0
5,31,31.5,5.5,0.0
5,32,32.5,5.5,0.0
5,33,33.5,5.5,0.0
5,34,34.5,5.5,0.0
5,35,35.5,5.5,0.0
5,36,36.5,5.5,0.0
5,37,37.5,5.5,0.0
5,38,38.5,5.5,0.0
5,39,39.5,5.5,0.0
6,0,0.5,6.5,0.0
6,1,1.5,6.5,0.0
6,2,2.5,6.5,0.0
6,3,3.5,6.5,0.0
6,4,4.5,6.5,0.0
6,5,5.5,6.5,7.929623202511132e-05
6,6,6.5,6.5,0.0014713725632462843
6,7,7.5,6.5,0.012069148683105867
6,8,8.5,6.5,0.045566138813296526
6,9,9.5,6.5,0.08519782853254379
6,10,10.5,6.5,0.09366744161614375
6,11,11.5,6.5,0.08619748168574674
6,12,12.5,6.5,0.1257746118162921
6,13,13.5,6.5,0.3171517807294371
6,14,14.5,6.5,0.6559319522112312
6,15,15.5,6.5,0.8406821725623395
6,16,16.5,6.5,0.6427334073585177
6,17,17.5,6.5,0.2976926138882716
6,18,18.5,6.5,0.10191208287465824
6,19,19.5,6.5,0.047400210091180985
6,20,20.5,6.5,0.032814293870002766
6,21,21.5,6.5,0.027586726798798422
6,22,22.5,6.5,0.02744224663555639
6,23,23.5,6.5,0.023919348911570024
6,24,24.5,6.5,0.012755738064504528
6,25,25.5,6.5,0.0033936414134936917
6,26,26.5,6.5,0.0004150050737692129
6,27,27.5,6.5,2.2440900376109727e-05
6,28,28.5,6.5,0.0
6,29,29.5,6.5,0.0
6,30,30.5,6.5,0.0
6,31,31.5,6.5,0.0
6,32,32.5,6.5,0.0
6,33,33.5,6.5,0.0
6,34,34.5,6.5,0.0
6,35,35.5,6.5,0.0
6,36,36.5,6.5,0.0
6,37,37.5,6.5,0.0
6,38,38.5,6.5,0.0
6,39,39.5,6.5,0.0
7,0,0.5,7.5,0.0
7,1,1.5,7.5,0.0
7,2,2.5,7.5,0.0
7,3,3.5,7.5,0.0
7,4,4.5,7.5,0.0
7,5,5.5,7.5,3.4355404628974314e-05
7,6,6.5,7.5,0.000633494047450903
7,7,7.5,7.5,0.005165629920095195
7,8,8.5,7.5,0.019342329716670586
7,9,9.5,7.5,0.03644311445352244
7,10,10.5,7.5,0.04463144496666071
7,11,11.5,7.5,0.05991314468453112
7,12,12.5,7.5,0.15107731405442515
7,13,13.5,7.5,0.4551064621965773
7,14,14.5,7.5,0.8896722327447059
7,15,15.5,7.5,1.0
7,16,16.5,7.5,0.650276858360142
7,17,17.5,7.5,0.2496165986446831
7,18,18.5,7.5,0.0630465917642514
7,19,19.5,7.5,0.0181683282061226
7,20,20.5,7.5,0.011268907121414637
7,21,21.5,7.5,0.011730459999404093
7,22,22.5,7.5,0.014114365683074795
7,23,23.5,7.5,0.013456253027177565
7,24,24.5,7.5,0.007423378310443328
7,25,25.5,7.5,0.0019999196627265283
7,26,26.5,7.5,0.0002458137342281197
7,27,27.5,7.5,1.3336633235313304e-05
7,28,28.5,7.5,0.0
7,29,29.5,7.5,0.0
7,30,30.5,7.5,0.0
7,31,31.5,7.5,0.0
7,32,32.5,7.5,0.0
7,33,33.5,7.5,0.0
7,34,34.5,7.5,0.0
7,35,35.5,7.5,0.0
7,36,36.5,7.5,0.0
7,37,37.5,7.5,0.0
7,38,38.5,7.5,0.0
7,39,39.5,7.5,0.0
8,0,0.5,8.5,0.0
8,1,1.5,8.5,0.0
8,2,2.5,8.5,0.0
8,3,3.5,8.5,0.0
8,4,4.5,8.5,0.0
8,5,5.5,8.5,7.652320299990196e-06
8,6,6.5,8.5,0.0001404233026381313
8,7,7.5,8.5,0.0011437239011260441
8,8,8.5,8.5,0.004319495448395274
8,9,9.5,8.5,0.0087524258237067
8,10,10.5,8.5,0.014306144963912432
8,11,11.5,8.5,0.03364336093456014
8,12,12.5,8.5,0.13180618809325895
8,13,13.5,8.5,0.4312644416137541
8,14,14.5,8.5,0.7923627247170263
8,15,15.5,8.5,0.7922877567114207
8,16,16.5,8.5,0.4490384756647708
8,17,17.5,8.5,0.148506249188551
8,18,18.5,8.5,0.030154418447002687
8,19,19.5,8.5,0.00581087147473978
8,20,20.5,8.5,0.003180523359051322
8,21,21.5,8.5,0.003231723721546488
8,22,22.5,8.5,0.0037504292002497664
8,23,23.5,8.5,0.003617003743755895
8,24,24.5,8.5,0.002021533233703018
8,25,25.5,8.5,0.0005478976812176958
8,26,26.5,8.5,6.752020224642312e-05
8,27,27.5,8.5,3.669614000862219e-06
8,28,28.5,8.5,0.0
8,29,29.5,8.5,0.0
8,30,30.5,8.5,0.0
8,31,31.5,8.5,0.0
8,32,32.5,8.5,0.0
8,33,33.5,8.5,0.0
8,34,34.5,8.5,0.0
8,35,35.5,8.5,0.0
8,36,36.5,8.5,0.0
8,37,37.5,8.5,0.0
8,38,38.5,8.5,0.0
8,39,39.5,8.5,0.0
9,0,0.5,9.5,0.0
9,1,1.5,9.5,0.0
9,2,2.5,9.5,0.0
9,3,3.5,9.5,0.0
9,4,4.5,9.5,0.0
9,5,5.5,9.5,8.422685838485065e-07
9,6,6.5,9.5,1.540868317013679e-05
9,7,7.5,9.5,0.00012649256327531826
9,8,8.5,9.5,0.0004979164273378788
9,9,9.5,9.5,0.0012029356325761393
9,10,10.5,9.5,0.0030318401166007907
9,11,11.5,9.5,0.0123801424028209
9,12,12.5,9.5,0.06623522839145482
9,13,13.5,9.5,0.2295230223814234
9,14,14.5,9.5,0.4098949079667137
9,15,15.5,9.5,0.38327092106331806
9,16,16.5,9.5,0.19896625244021246
9,17,17.5,9.5,0.05965783961786443
9,18,18.5,9.5,0.011031369956546523
9,19,19.5,9.5,0.003203364949975977
9,20,20.5,9.5,0.0032849197315705614
9,21,21.5,9.5,0.0022930559836722175
9,22,22.5,9.5,0.0010041144419878378
9,23,23.5,9.5,0.0005121165241755362
9,24,24.5,9.5,0.0002528638920033758
9,25,25.5,9.5,6.768535932704118e-05
9,26,26.5,9.5,8.35158323945378e-06
9,27,27.5,9.5,4.5426328995900023e-07
9,28,28.5,9.5,0.0
9,29,29.5,9.5,0.0
9,30,30.5,9.5,0.0
9,31,31.5,9.5,0.0
9,32,32.5,9.5,0.0
9,33,33.5,9.5,0.0
9,34,34.5,9.5,0.0
9,35,35.5,9.5,0.0
9,36,36.5,9.5,0.0
9,37,37.5,9.5,0.0
9,38,38.5,9.5,0.0
9,39,39.5,9.5,0.0
10,0,0.5,10.5,0.0
10,1,1.5,10.5,0.0
10,2,2.5,10.5,0.0
10,3,3.5,10.5,0.0
10,4,4.5,10.5,0.0
10,5,5.5,10.5,4.120795189524486e-08
10,6,6.5,10.5,7.516110896789677e-07
10,7,7.5,10.5,6.33073838200844e-06
10,8,8.5,10.5,2.7701330224029197e-05
10,9,9.5,10.5,9.071251799373134e-05
10,10,10.5,10.5,0.0003842059016305837
10,11,11.5,10.5,0.0026342495989507887
10,12,12.5,10.5,0.01745840873692242
10,13,13.5,10.5,0.06335981022142566
10,14,14.5,10.5,0.11397118458071816
10,15,15.5,10.5,0.10569985535303288
10,16,16.5,10.5,0.05340717153117614
10,17,17.5,10.5,0.015253581297857647
10,18,18.5,10.5,0.003298428389969416
10,19,19.5,10.5,0.0032361414430370807
10,20,20.5,10.5,0.004576789440267341
10,21,21.5,10.5,0.0030300438334770322
10,22,22.5,10.5,0.0008952852419548506
10,23,23.5,10.5,0.00013418410708803375
10,24,24.5,10.5,1.961416431221217e-05
10,25,25.5,10.5,3.6778555912412675e-06
10,26,26.5,10.5,4.542632899590002e-07
10,27,27.5,10.5,2.472477113714692e-08
10,28,28.5,10.5,0.0
10,29,29.5,10.5,0.0
10,30,30.5,10.5,0.0
10,31,31.5,10.5,0.0
10,32,32.5,10.5,0.0
10,33,33.5,10.5,0.0
10,34,34.5,10.5,0.0
10,35,35.5,10.5,0.0
10,36,36.5,10.5,0.0
10,37,37.5,10.5,0.0
10,38,38.5,10.5,0.0
10,39,39.5,10.5,0.0
11,0,0.5,11.5,0.0
11,1,1.5,11.5,0.0
11,2,2.5,11.5,0.0
11,3,3.5,11.5,0.0
11,4,4.5,11.5,0.0
11,5,5.5,11.5,0.0
11,6,6.5,11.5,0.0
11,7,7.5,11.5,1.6483180758097946e-08
11,8,8.5,11.5,3.3031416123616343e-07
11,9,9.5,11.5,2.974955361624288e-06
11,10,10.5,11.5,2.796880909539122e-05
11,11,11.5,11.5,0.00030740541954418733
11,12,12.5,11.5,0.0023300345470097465
11,13,13.5,11.5,0.008847495951154043
11,14,14.5,11.5,0.016577503305442217
11,15,15.5,11.5,0.016054090528051814
11,16,16.5,11.5,0.008306731233460197
11,17,17.5,11.5,0.002371660934480424
11,18,18.5,11.5,0.0009172535540953537
11,19,19.5,11.5,0.002021046449624233
11,20,20.5,11.5,0.003015843172156894
11,21,21.5,11.5,0.001994467284509677
11,22,22.5,11.5,0.0005773581859991058
11,23,23.5,11.5,7.314617407392724e-05
11,24,24.5,11.5,4.203002744853059e-06
11,25,25.5,11.5,1.1736467003340783e-06
11,26,26.5,11.5,4.054328844993075e-06
11,27,27.5,11.5,6.128857177038884e-06
11,28,28.5,11.5,4.054328844993075e-06
11,29,29.5,11.5,1.1736467003340783e-06
11,30,30.5,11.5,1.4867389985998377e-07
11,31,31.5,11.5,8.241590379048973e-09
11,32,32.5,11.5,0.0
11,33,33.5,11.5,0.0
11,34,34.5,11.5,0.0
11,35,35.5,11.5,0.0
11,36,36.5,11.5,0.0
11,37,37.5,11.5,0.0
11,38,38.5,11.5,0.0
11,39,39.5,11.5,0.0
12,0,0.5,12.5,0.0
12,1,1.5,12.5,0.0
12,2,2.5,12.5,0.0
12,3,3.5,12.5,0.0
12,4,4.5,12.5,0.0
12,5,5.5,12.5,0.0
12,6,6.5,12.5,0.0
12,7,7.5,12.5,0.0
12,8,8.5,12.5,0.0
12,9,9.5,12.5,0.0
12,10,10.5,12.5,9.566750300438853e-07
12,11,11.5,12.5,1.835599104700467e-05
12,12,12.5,12.5,0.0001560857016381267
12,13,13.5,12.5,0.0006277384769670824
12,14,14.5,12.5,0.0012574852605333187
12,15,15.5,12.5,0.0013074831567447453
12,16,16.5,12.5,0.0007082394071026668
12,17,17.5,12.5,0.00021507444824672218
12,18,18.5,12.5,0.00019376733249477704
12,19,19.5,12.5,0.0005791996386570419
12,20,20.5,12.5,0.0008728233618594956
12,21,21.5,12.5,0.0005773581859991058
12,22,22.5,12.5,0.00016713358876785362
12,23,23.5,12.5,2.1320635132008024e-05
12,24,24.5,12.5,3.855644650119e-06
12,25,25.5,12.5,2.1180202822527088e-05
12,26,26.5,12.5,7.328660638340818e-05
12,27,27.5,12.5,0.00011173496512154498
12,28,28.5,12.5,7.719226132854126e-05
12,29,29.5,12.5,2.7300818409186926e-05
12,30,30.5,12.5,6.736326794777997e-06
12,31,31.5,12.5,1.322320600194062e-06
12,32,32.5,12.5,1.4867389985998377e-07
12,33,33.5,12.5,8.241590379048973e-09
12,34,34.5,12.5,0.0
12,35,35.5,12.5,0.0
12,36,36.5,12.5,0.0
12,37,37.5,12.5,0.0
12,38,38.5,12.5,0.0
12,39,39.5,12.5,0.0
13,0,0.5,13.5,0.0
13,1,1.5,13.5,0.0
13,2,2.5,13.5,0.0
13,3,3.5,13.5,0.0
13,4,4.5,13.5,0.0
13,5,5.5,13.5,0.0
13,6,6.5,13.5,0.0
13,7,7.5,13.5,0.0
13,8,8.5,13.5,0.0
13,9,9.5,13.5,0.0
13,10,10.5,13.5,1.6483180758097946e-08
13,11,11.5,13.5,3.467973419942613e-07
13,12,12.5,13.5,3.239336799828059e-06
13,13,13.5,13.5,1.5150537891990622e-05
13,14,14.5,13.5,3.658368742403622e-05
13,15,15.5,13.5,4.488180075221945e-05
13,16,16.5,13.5,2.682194037048659e-05
13,17,17.5,13.5,1.0021225951509359e-05
13,18,18.5,13.5,2.2080487812066042e-05
13,19,19.5,13.5,7.318738202582249e-05
13,20,20.5,13.5,0.0001105613184212109
13,21,21.5,13.5,7.313793248354818e-05
13,22,22.5,13.5,2.117196123214804e-05
13,23,23.5,13.5,3.855644650119e-06
13,24,24.5,13.5,2.1320635132008024e-05
13,25,25.5,13.5,0.0001672822626677136
13,26,26.5,13.5,0.0005800401839488907
13,27,27.5,13.5,0.0008939541151397484
13,28,28.5,13.5,0.000650496118482654
13,29,29.5,13.5,0.00027769490718906447
13,30,30.5,13.5,9.430989371569622e-05
13,31,31.5,13.5,2.2345607932482116e-05
13,32,32.5,13.5,2.6819979497849213e-06
13,33,33.5,13.5,1.4867389985998377e-07
13,34,34.5,13.5,0.0
13,35,35.5,13.5,0.0
13,36,36.5,13.5,0.0
13,37,37.5,13.5,0.0
13,38,38.5,13.5,0.0
13,39,39.5,13.5,0.0
14,0,0.5,14.5,0.0
14,1,1.5,14.5,0.0
14,2,2.5,14.5,0.0
14,3,3.5,14.5,0.0
14,4,4.5,14.5,0.0
14,5,5.5,14.5,0.0
14,6,6.5,14.5,0.0
14,7,7.5,14.5,0.0
14,8,8.5,14.5,0.0
14,9,9.5,14.5,0.0
14,10,10.5,14.5,0.0
14,11,11.5,14.5,0.0
14,12,12.5,14.5,0.0
14,13,13.5,14.5,0.0
14,14,14.5,14.5,0.0
14,15,15.5,14.5,0.0
14,16,16.5,14.5,8.241590379048973e-09
14,17,17.5,14.5,1.4867389985998377e-07
14,18,18.5,14.5,1.1736467003340783e-06
14,19,19.5,14.5,4.054328844993075e-06
14,20,20.5,14.5,6.128857177038884e-06
14,21,21.5,14.5,4.054328844993075e-06
14,22,22.5,14.5,1.1736467003340783e-06
14,23,23.5,14.5,4.203002744853059e-06
14,24,24.5,14.5,7.314617407392724e-05
14,25,25.5,14.5,0.0005785318326994399
14,26,26.5,14.5,0.002015639245741825
14,27,27.5,14.5,0.0031821344923409
14,28,28.5,14.5,0.0025718254705087828
14,29,29.5,14.5,0.0014501403399067062
14,30,30.5,14.5,0.000650496118482654
14,31,31.5,14.5,0.00017118791761284668
14,32,32.5,14.5,2.117196123214804e-05
14,33,33.5,14.5,1.1736467003340783e-06
14,34,34.5,14.5,0.0
14,35,35.5,14.5,0.0
14,36,36.5,14.5,0.0
14,37,37.5,14.5,0.0
14,38,38.5,14.5,0.0
14,39,39.5,14.5,0.0
15,0,0.5,15.5,0.0
15,1,1.5,15.5,0.0
15,2,2.5,15.5,0.0
15,3,3.5,15.5,0.0
15,4,4.5,15.5,0.0
15,5,5.5,15.5,0.0
15,6,6.5,15.5,0.0
15,7,7.5,15.5,0.0
15,8,8.5,15.5,0.0
15,9,9.5,15.5,0.0
15,10,10.5,15.5,0.0
15,11,11.5,15.5,0.0
15,12,12.5,15.5,0.0
15,13,13.5,15.5,0.0
15,14,14.5,15.5,0.0
15,15,15.5,15.5,0.0
15,16,16.5,15.5,0.0
15,17,17.5,15.5,0.0
15,18,18.5,15.5,0.0
15,19,19.5,15.5,0.0
15,20,20.5,15.5,0.0
15,21,21.5,15.5,0.0
15,22,22.5,15.5,0.0
15,23,23.5,15.5,6.128857177038884e-06
15,24,24.5,15.5,0.0001105613184212109
15,25,25.5,15.5,0.0008768364827525935
15,26,26.5,15.5,0.003088138836056594
15,27,27.5,15.5,0.005135081704026648
15,28,28.5,15.5,0.005009468188082723
15,29,29.5,15.5,0.0038877830574806462
15,30,30.5,15.5,0.002105045086111646
15,31,31.5,15.5,0.0005837843909758646
15,32,32.5,15.5,7.548522588421635e-05
15,33,33.5,15.5,1.2162986534979225e-05
15,34,34.5,15.5,1.2257714354077768e-05
15,35,35.5,15.5,8.10865768998615e-06
15,36,36.5,15.5,2.3472934006681567e-06
15,37,37.5,15.5,2.9734779971996753e-07
15,38,38.5,15.5,1.6483180758097946e-08
15,39,39.5,15.5,0.0
16,0,0.5,16.5,0.0
16,1,1.5,16.5,0.0
16,2,2.5,16.5,0.0
16,3,3.5,16.5,0.0
16,4,4.5,16.5,0.0
16,5,5.5,16.5,0.0
16,6,6.5,16.5,0.0
16,7,7.5,16.5,0.0
16,8,8.5,16.5,0.0
16,9,9.5,16.5,0.0
16,10,10.5,16.5,0.0
16,11,11.5,16.5,0.0
16,12,12.5,16.5,0.0
16,13,13.5,16.5,0.0
16,14,14.5,16.5,0.0
16,15,15.5,16.5,0.0
16,16,16.5,16.5,0.0
16,17,17.5,16.5,0.0
16,18,18.5,16.5,0.0
16,19,19.5,16.5,0.0
16,20,20.5,16.5,0.0
16,21,21.5,16.5,0.0
16,22,22.5,16.5,0.0
16,23,23.5,16.5,4.054328844993075e-06
16,24,24.5,16.5,7.313793248354818e-05
16,25,25.5,16.5,0.0005834870431761447
16,26,26.5,16.5,0.0021050286029308876
16,27,27.5,16.5,0.0038877830574806462
16,28,28.5,16.5,0.005009468188082723
16,29,29.5,16.5,0.005135081704026648
16,30,30.5,16.5,0.0030884526670370725
16,31,31.5,16.5,0.0008824978264518833
16,32,32.5,16.5,0.00015525253428617513
16,33,33.5,16.5,0.00016051337983412142
16,34,34.5,16.5,0.00023338035119649955
16,35,35.5,16.5,0.00015438452265708252
16,36,36.5,16.5,4.469121586496423e-05
16,37,37.5,16.5,5.66134369928981e-06
16,38,38.5,16.5,3.1383098047806545e-07
16,39,39.5,16.5,0.0
17,0,0.5,17.5,0.0
17,1,1.5,17.5,0.0
17,2,2.5,17.5,0.0
17,3,3.5,17.5,0.0
17,4,4.5,17.5,0.0
17,5,5.5,17.5,0.0
17,6,6.5,17.5,0.0
17,7,7.5,17.5,0.0
17,8,8.5,17.5,0.0
17,9,9.5,17.5,0.0
17,10,10.5,17.5,0.0
17,11,11.5,17.5,0.0
17,12,12.5,17.5,0.0
17,13,13.5,17.5,0.0
17,14,14.5,17.5,0.0
17,15,15.5,17.5,0.0
17,16,16.5,17.5,0.0
17,17,17.5,17.5,0.0
17,18,18.5,17.5,0.0
17,19,19.5,17.5,0.0
17,20,20.5,17.5,0.0
17,21,21.5,17.5,0.0
17,22,22.5,17.5,0.0
17,23,23.5,17.5,1.1736467003340783e-06
17,24,24.5,17.5,2.117196123214804e-05
17,25,25.5,17.5,0.00017118791761284668
17,26,26.5,17.5,0.000650496118482654
17,27,27.5,17.5,0.0014501403399067062
17,28,28.5,17.5,0.0025718254705087828
17,29,29.5,17.5,0.0031821344923409
17,30,30.5,17.5,0.0020182838869422133
17,31,31.5,17.5,0.0006262397510633058
17,32,32.5,17.5,0.00044974903248355154
17,33,33.5,17.5,0.0013050465658103012
17,34,34.5,17.5,0.0019666869446576226
17,35,35.5,17.5,0.001300992236965308
17,36,36.5,17.5,0.00037661110000000334
17,37,37.5,17.5,4.770791836386593e-05
17,38,38.5,17.5,2.644641200388124e-06
17,39,39.5,17.5,0.0
18,0,0.5,18.5,0.0
18,1,1.5,18.5,0.0
18,2,2.5,18.5,0.0
18,3,3.5,18.5,0.0
18,4,4.5,18.5,0.0
18,5,5.5,18.5,0.0
18,6,6.5,18.5,0.0
